row_type,protocol,mode,claim_eligible,passed,seed,scale,depth,population,generation,parent_work,child_work,acquisition_work,incremental_bytes,break_even_uses,observable_equal,computationally_useful,economically_justified,structurally_retained,removed_arrow_firings,structural_depth,justified_depth,realized_depth,right_censored,over_retained,under_retained,collapse_point,generic_acquisition_work,compilation_acquisition_work,generic_bytes,compiled_bytes,anonymous_generic_runtime,same0_runtime,same1_runtime,supplied_runtime,same0_tax,same1_tax,improvement_vs_same0,premium_vs_supplied,activation_work,validation_work,ambiguity_work,grounding_work,fallback_distance,recovery_work,status,name,diagnostic
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3520,PASS,direct-parent-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,return,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,stable,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2368,PASS,child-own-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3520,PASS,direct-parent-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,return,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,stable,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2368,PASS,child-own-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3520,PASS,direct-parent-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,return,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,stable,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2368,PASS,child-own-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3520,PASS,direct-parent-change,reacquisition=0;historical_reuse=true
adaptive,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1792,PASS,return,reacquisition=0;historical_reuse=true
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
