root,namespace,reverse,reflect,twist,schedule,clause_index,clause_name,expected,actual,passed,observations,memory_pairs,maximum_work,maximum_bytes,pause_stable,resume_equal,cumulative,replay,first_failed_clause,first_divergent_state
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,1,formation_modulation_and_updates,formation.updates>0 && formation.inward_modulation>0,outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,2,completed_exactly_once,completed.outward==1,outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,3,completed_return_and_update,completed.return==1 && completed.updates==1,outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,4,incomplete_blocked_stale_silence,incomplete.outward==0 && blocked.outward==0 && stale.outward==0,incomplete=outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581~blocked=outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699~stale=outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,5,open_aged_silence,open.outward==0 && aged.outward==0,open=outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754~aged=outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,6,zero_length_exactly_once,zero_length.outward==1,outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,7,duplicates_exactly_once,duplicate_physical.outward==1 && duplicate_recursive.outward==1,physical=outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730~recursive=outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,8,branch_cycle_silence,branch.outward==0 && cycle.outward==0,branch=outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545~cycle=outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,9,pause_resume,pause_stable && resume_equal,pause_stable=true~resume_equal=true,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
864001,3710856038711296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,10,natural_quiescence,all queues empty and naturally quiescent,quiet=true~queue=empty,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=14506909619965505246~complete=267767791128603243;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13071242592973525268~complete=7906618838226843679;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=10402269981313185801~complete=16759262053097372581;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=14384049208136025343~complete=14249490562495114699;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=13145205783801312093~complete=17119158410507405934;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13071242592973525268~complete=4173540017502520851;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1918411057580482913~complete=7111231690101391741;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=10358808959135516103~complete=17226315697679909730;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=9612063061163573184~complete=1482586579474058754;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=13110735906901200145~complete=10645513588972108969;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=6684042520218274607~complete=5360853932733773545;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=9848300131039898007~complete=8984279450229989984,primary=5488|5488;uninterrupted=5488|5488;incomplete=5488|5488;duplicate=5488|5488;blocked=5488|5488;stale=5488|5552;cumulative=2304|2304,14750,5552,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~before=2304~after=2304,true,bounded_same_body_memory,none
