root,namespace,reverse,reflect,twist,schedule,clause_index,clause_name,expected,actual,passed,observations,maximum_work,maximum_bytes,memory_stable,pause_stable,resume_equal,cumulative,replay,first_failed_clause,first_divergent_state
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,1,formation_modulation_and_updates,formation.updates>0 && formation.inward_modulation>0,updates=12~inward_modulation=2~outward=2~work=14750~queue=empty~quiet=true,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,2,completed_exactly_once,completed.outward==1,outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,3,completed_return_and_update,completed.inward_modulation==1 && completed.updates==1,outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,4,incomplete_blocked_stale_silence,incomplete.outward==0 && blocked.outward==0 && stale.outward==0,incomplete=outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341~blocked=outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091~stale=outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,5,open_aged_silence,open.outward==0 && aged.outward==0,open=outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562~aged=outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,6,zero_length_exactly_once,zero_length.outward==1,outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,7,duplicates_exactly_once,duplicate_physical.outward==1 && duplicate_recursive.outward==1,physical=outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682~recursive=outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,8,branch_cycle_silence,branch.outward==0 && cycle.outward==0,branch=outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505~cycle=outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,9,pause_resume,pause_stable==true && resume_equal==true,pause_stable=true~resume_equal=true,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
862001,3702266104119296,false,false,0,formation=learn_twice;complete=all@61;incomplete=omit4@70;blocked=resistance0@61;stale=once_age@111;compact=direct_open_fork_ring@0+aged@10;px7=train@0+10+heldout@20,10,natural_quiescence,all batches naturally_quiescent with queue empty,quiet=true~queue=empty,true,formation:outward=2~return=2~updates=12~work=14750~queue=empty~quiet=true~permanent=7744513549793915446~complete=5880100177381302563;completed:outward=1~return=1~updates=1~work=2470~queue=empty~quiet=true~permanent=13902404149738489740~complete=1798094494311603447;incomplete:outward=0~return=0~updates=0~work=1609~queue=empty~quiet=true~permanent=12563233375862163313~complete=136107755451739341;blocked:outward=0~return=0~updates=0~work=2265~queue=empty~quiet=true~permanent=15483413788142708711~complete=9478010763419241091;stale:outward=0~return=0~updates=0~work=1332~queue=empty~quiet=true~permanent=10824764558775036645~complete=7496905343270757846;duplicate_recursive:outward=1~return=1~updates=1~work=2582~queue=empty~quiet=true~permanent=13902404149738489740~complete=16511759747296832235;zero_length:outward=1~return=0~updates=0~work=16~queue=empty~quiet=true~permanent=1688654794649105985~complete=13570950587591920557;duplicate_physical:outward=1~return=0~updates=0~work=23~queue=empty~quiet=true~permanent=6692760633334521751~complete=1591379956086199682;open:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=4586881613938867504~complete=465612516786974562;aged:outward=0~return=0~updates=0~work=7~queue=empty~quiet=true~permanent=2360777444116039233~complete=12460724466557760425;branch:outward=0~return=0~updates=0~work=54~queue=empty~quiet=true~permanent=5850984950998120455~complete=16695109981091839505;cycle:outward=0~return=0~updates=0~work=17~queue=empty~quiet=true~permanent=5269864018361943847~complete=13669270244685179664,14750,5488,false,true,true,pass=true~first_m=2~first_u=2~first_w=713~first_q=true~second_m=2~second_u=2~second_w=753~second_q=true~heldout_o=1~heldout_m=0~heldout_u=0~heldout_w=514~heldout_q=true~coupling=2|2~resistance=6|6~bytes=2304~stable=true,true,bounded_stable_memory,none
