case_id,root,initial_phase,control,mechanics,a_participation,b_participation,a_support,b_support,physical_work,final_tick,pressure_phase,trace_hash,body_hash,a_live,b_live,quiescent
34,1500000,3,same_total_wrong_path,production,0,5362940587,0,0,4,13,3,542c73c6073197fe163e5e2f1c52e9488e4988acec2da54865ab7e7ebf1fcbfc,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
35,1500000,3,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,3,3,3fcb2ab05f4a519904e3ed99e179bba3e2ac4590ebed4e7bc73f7829dd1e00dd,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
35,1500000,3,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,3,3,3fcb2ab05f4a519904e3ed99e179bba3e2ac4590ebed4e7bc73f7829dd1e00dd,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
36,1500000,3,late_return,reference,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
36,1500000,3,late_return,production,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
37,1500000,4,prompt_a,reference,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
37,1500000,4,prompt_a,production,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
38,1500000,4,return_b,reference,4294967296,4294967296,0,4294967296,8,4,4,7d8064822c78e11d9553a1ce76460ffd90371138a6f52f15c727ffb383fdc473,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
38,1500000,4,return_b,production,4294967296,4294967296,0,4294967296,8,4,4,7d8064822c78e11d9553a1ce76460ffd90371138a6f52f15c727ffb383fdc473,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
39,1500000,4,unrelated_activity,reference,2252540587,2252540587,0,0,7,14,4,ea898b14fb802e88b3eb2c20fd936462d51b914caf8c8f6ac3869ff7d448cfcc,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
39,1500000,4,unrelated_activity,production,2252540587,2252540587,0,0,7,14,4,ea898b14fb802e88b3eb2c20fd936462d51b914caf8c8f6ac3869ff7d448cfcc,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
40,1500000,4,repeat_a,reference,5362940587,2252540587,0,0,7,14,4,8566853a4ba5def0d1f18191e558adc84d1b00ef89480d7a8934dccf566e55ae,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
40,1500000,4,repeat_a,production,5362940587,2252540587,0,0,7,14,4,8566853a4ba5def0d1f18191e558adc84d1b00ef89480d7a8934dccf566e55ae,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
41,1500000,4,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,14,4,600f3b7b5cefd2c736618a63a810a2968369ab701289ce6f1200c530fb099b28,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
41,1500000,4,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,14,4,600f3b7b5cefd2c736618a63a810a2968369ab701289ce6f1200c530fb099b28,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
42,1500000,4,source_without_traversal,reference,0,0,0,0,1,14,4,96ee98d7b52c700ebcd190a815b8b1c3405e1f4143efbac8b7d57e8ef7d8cf19,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
42,1500000,4,source_without_traversal,production,0,0,0,0,1,14,4,96ee98d7b52c700ebcd190a815b8b1c3405e1f4143efbac8b7d57e8ef7d8cf19,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
43,1500000,4,same_total_wrong_path,reference,0,5362940587,0,0,4,14,4,4aa3f0c7a989a7336915f790d85a9d63a0bff2bc25d6a1ffa8a600dec2043b10,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
43,1500000,4,same_total_wrong_path,production,0,5362940587,0,0,4,14,4,4aa3f0c7a989a7336915f790d85a9d63a0bff2bc25d6a1ffa8a600dec2043b10,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
44,1500000,4,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,4,4,644cfff262c9950f0dd32199be04ba80ff997d432f7152b57bec04caa4367b5f,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
44,1500000,4,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,4,4,644cfff262c9950f0dd32199be04ba80ff997d432f7152b57bec04caa4367b5f,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
45,1500000,4,late_return,reference,0,0,0,0,7,1028,8,e74aded38e6e55a31514674ca6a5aa2ed6b751ba3ab0b861320eaef200b99f49,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
45,1500000,4,late_return,production,0,0,0,0,7,1028,8,e74aded38e6e55a31514674ca6a5aa2ed6b751ba3ab0b861320eaef200b99f49,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
46,1500000,5,prompt_a,reference,4294967296,4294967296,4294967296,0,8,5,5,5628784d2e7a141e8f753cd0bbe2cc6cb34c1e01ceee94637d7e23eebc799408,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
46,1500000,5,prompt_a,production,4294967296,4294967296,4294967296,0,8,5,5,5628784d2e7a141e8f753cd0bbe2cc6cb34c1e01ceee94637d7e23eebc799408,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
47,1500000,5,return_b,reference,4294967296,4294967296,0,4294967296,8,5,5,3acb8dc8462541fa9ad389195791661f4525181d242cc53cffe6ecd46c7a048c,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
47,1500000,5,return_b,production,4294967296,4294967296,0,4294967296,8,5,5,3acb8dc8462541fa9ad389195791661f4525181d242cc53cffe6ecd46c7a048c,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
48,1500000,5,unrelated_activity,reference,2252540587,2252540587,0,0,7,15,5,eb015a2243d5b81964a40e423a4b24cb406b68a3fefbffeae35b2ddde8acfb3a,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
48,1500000,5,unrelated_activity,production,2252540587,2252540587,0,0,7,15,5,eb015a2243d5b81964a40e423a4b24cb406b68a3fefbffeae35b2ddde8acfb3a,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
49,1500000,5,repeat_a,reference,5362940587,2252540587,0,0,7,15,5,46d8546bc8380785fb5b33c7e8d591298b72e8122fa46579fc1ec5fce43ae66d,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
49,1500000,5,repeat_a,production,5362940587,2252540587,0,0,7,15,5,46d8546bc8380785fb5b33c7e8d591298b72e8122fa46579fc1ec5fce43ae66d,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
50,1500000,5,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,15,5,ae4fac7a4590fac5ae94f4e5ca511816589018aa01f5738997e29a9802c29b07,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
50,1500000,5,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,15,5,ae4fac7a4590fac5ae94f4e5ca511816589018aa01f5738997e29a9802c29b07,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
51,1500000,5,source_without_traversal,reference,0,0,0,0,1,15,5,38e63cbc3edf151465aa462b60a511ed2796eb5857bec5dd679d0c3cf2a2befc,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
51,1500000,5,source_without_traversal,production,0,0,0,0,1,15,5,38e63cbc3edf151465aa462b60a511ed2796eb5857bec5dd679d0c3cf2a2befc,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
52,1500000,5,same_total_wrong_path,reference,0,5362940587,0,0,4,15,5,948d490a2b7c08d8ce25ea3ec95f0ef71ff07b2efcba388a2fbda3eda4fd865c,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
52,1500000,5,same_total_wrong_path,production,0,5362940587,0,0,4,15,5,948d490a2b7c08d8ce25ea3ec95f0ef71ff07b2efcba388a2fbda3eda4fd865c,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
53,1500000,5,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,5,5,0a5a0a6d2f7003cd8c72975fd835bba56fb14009bca3dff7cd65df8dd27962ba,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
53,1500000,5,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,5,5,0a5a0a6d2f7003cd8c72975fd835bba56fb14009bca3dff7cd65df8dd27962ba,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
54,1500000,5,late_return,reference,0,0,0,0,7,1029,9,e430136ad5c71aebeaeb2bb487e92e24a6021ccbb0731518762f475c07a77812,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
54,1500000,5,late_return,production,0,0,0,0,7,1029,9,e430136ad5c71aebeaeb2bb487e92e24a6021ccbb0731518762f475c07a77812,31a96f508c6a6f23ce4a752b2048c4d0b1169eb3a377068f408b7fa5efba4ad5,1,1,1
55,1500000,6,prompt_a,reference,4294967296,4294967296,4294967296,0,8,6,6,5f37d6c13acee119e3e7557c250bef8703df2c868f4274054be476b2ceb5a1e6,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
55,1500000,6,prompt_a,production,4294967296,4294967296,4294967296,0,8,6,6,5f37d6c13acee119e3e7557c250bef8703df2c868f4274054be476b2ceb5a1e6,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
56,1500000,6,return_b,reference,4294967296,4294967296,0,4294967296,8,6,6,7476f409f8647608eab92a782899a21f24ba902a1e9b2d40ad381fa2715177c5,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
56,1500000,6,return_b,production,4294967296,4294967296,0,4294967296,8,6,6,7476f409f8647608eab92a782899a21f24ba902a1e9b2d40ad381fa2715177c5,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
57,1500000,6,unrelated_activity,reference,2252540587,2252540587,0,0,7,16,6,954c9373043e005bfda355530e033b1fed5d48f4d18a2232662b0929a61f8218,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
57,1500000,6,unrelated_activity,production,2252540587,2252540587,0,0,7,16,6,954c9373043e005bfda355530e033b1fed5d48f4d18a2232662b0929a61f8218,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
58,1500000,6,repeat_a,reference,5362940587,2252540587,0,0,7,16,6,30a8d1ec9a095b99e3edc25fb5f9c00270a51e77e00dce619843e1c9f4e4bb14,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
58,1500000,6,repeat_a,production,5362940587,2252540587,0,0,7,16,6,30a8d1ec9a095b99e3edc25fb5f9c00270a51e77e00dce619843e1c9f4e4bb14,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
59,1500000,6,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,16,6,9ee65e2351418f5ec5e10dba028068b81d84062d90b05ba62b0dad1c19f06b25,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
59,1500000,6,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,16,6,9ee65e2351418f5ec5e10dba028068b81d84062d90b05ba62b0dad1c19f06b25,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
60,1500000,6,source_without_traversal,reference,0,0,0,0,1,16,6,d750d575d46222239f3b740e69b86099fccf34d002f82631ef271c0eb43c017f,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
60,1500000,6,source_without_traversal,production,0,0,0,0,1,16,6,d750d575d46222239f3b740e69b86099fccf34d002f82631ef271c0eb43c017f,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
61,1500000,6,same_total_wrong_path,reference,0,5362940587,0,0,4,16,6,9411fc96b64305e7573dff0ea9a5e5e7cf21b965a543d2b43b78366d86812fb1,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
61,1500000,6,same_total_wrong_path,production,0,5362940587,0,0,4,16,6,9411fc96b64305e7573dff0ea9a5e5e7cf21b965a543d2b43b78366d86812fb1,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
62,1500000,6,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,6,6,c82faad675a49117d68b35d84c5928995270f91379c9f0943e7d72201494499f,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
62,1500000,6,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,6,6,c82faad675a49117d68b35d84c5928995270f91379c9f0943e7d72201494499f,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
63,1500000,6,late_return,reference,0,0,0,0,7,1030,0,429677e60981b7bcdcfca0444d5bc723f28de98ccf1033191a796119b1acab8c,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
63,1500000,6,late_return,production,0,0,0,0,7,1030,0,429677e60981b7bcdcfca0444d5bc723f28de98ccf1033191a796119b1acab8c,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
64,1500000,7,prompt_a,reference,4294967296,4294967296,4294967296,0,8,7,7,6d02f6916db91aa7a8d2946788a49d0ec93bb8cafd97d95978c54dc1ba73e9cd,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
64,1500000,7,prompt_a,production,4294967296,4294967296,4294967296,0,8,7,7,6d02f6916db91aa7a8d2946788a49d0ec93bb8cafd97d95978c54dc1ba73e9cd,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
65,1500000,7,return_b,reference,4294967296,4294967296,0,4294967296,8,7,7,4eff667b20786fd2ff853387904219d91474055d9b0b841db2c86aaf6c6e3c67,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
65,1500000,7,return_b,production,4294967296,4294967296,0,4294967296,8,7,7,4eff667b20786fd2ff853387904219d91474055d9b0b841db2c86aaf6c6e3c67,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
66,1500000,7,unrelated_activity,reference,2252540587,2252540587,0,0,7,17,7,79a2c112f79dbdad8735c7611fcbe7ce37816c5c0182968c249f757646309a28,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
66,1500000,7,unrelated_activity,production,2252540587,2252540587,0,0,7,17,7,79a2c112f79dbdad8735c7611fcbe7ce37816c5c0182968c249f757646309a28,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
67,1500000,7,repeat_a,reference,5362940587,2252540587,0,0,7,17,7,4758cf8e7a5f12edcb12bbbf873db3e4215562bfc717aa100211e518d659d897,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
67,1500000,7,repeat_a,production,5362940587,2252540587,0,0,7,17,7,4758cf8e7a5f12edcb12bbbf873db3e4215562bfc717aa100211e518d659d897,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
68,1500000,7,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,17,7,5c587feefa6ae732289b0815341bf006e6abeb568df0eb38183f6a5e13483058,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
68,1500000,7,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,17,7,5c587feefa6ae732289b0815341bf006e6abeb568df0eb38183f6a5e13483058,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
69,1500000,7,source_without_traversal,reference,0,0,0,0,1,17,7,a826cc4e4366fde7f10611e6d1c99e14b314a7c071239ad7f853160dee7c46da,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
69,1500000,7,source_without_traversal,production,0,0,0,0,1,17,7,a826cc4e4366fde7f10611e6d1c99e14b314a7c071239ad7f853160dee7c46da,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
70,1500000,7,same_total_wrong_path,reference,0,5362940587,0,0,4,17,7,28b1db481c6d28cd26c5122adb0b2e26812a3687c705ceae0b59c44b6ae2d94b,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
70,1500000,7,same_total_wrong_path,production,0,5362940587,0,0,4,17,7,28b1db481c6d28cd26c5122adb0b2e26812a3687c705ceae0b59c44b6ae2d94b,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
71,1500000,7,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,7,7,bd8b0ffbd707d7366136edf9243a2bf501eeb90e6bc985cc15339396f71cda4c,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
71,1500000,7,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,7,7,bd8b0ffbd707d7366136edf9243a2bf501eeb90e6bc985cc15339396f71cda4c,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
72,1500000,7,late_return,reference,0,0,0,0,7,1031,1,18337b421d1ca23bbe6c439a21a82fbae7b7f04ae4f179d407bf3be5ba8176c5,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
72,1500000,7,late_return,production,0,0,0,0,7,1031,1,18337b421d1ca23bbe6c439a21a82fbae7b7f04ae4f179d407bf3be5ba8176c5,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
73,1500000,8,prompt_a,reference,4294967296,4294967296,4294967296,0,8,8,8,31c95e970c9a2722fae4de44d8ae0f7f484350bca571c509f3f0f4ce5d3d5030,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
73,1500000,8,prompt_a,production,4294967296,4294967296,4294967296,0,8,8,8,31c95e970c9a2722fae4de44d8ae0f7f484350bca571c509f3f0f4ce5d3d5030,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
74,1500000,8,return_b,reference,4294967296,4294967296,0,4294967296,8,8,8,aea6f54c810d3c3b5d64900874212f9fae39a7d51be4c2f348280cc847be42a2,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
74,1500000,8,return_b,production,4294967296,4294967296,0,4294967296,8,8,8,aea6f54c810d3c3b5d64900874212f9fae39a7d51be4c2f348280cc847be42a2,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
75,1500000,8,unrelated_activity,reference,2252540587,2252540587,0,0,7,18,8,62178609ce73aab5db045d0a38af9ffac823c3f5fb9389e2de6914d1efdf26a1,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
